gercek\tahmin,0,1,2,3,4,5,6,7,8,9
0,959,0,1,4,0,3,6,0,2,5
1,0,1115,3,1,0,1,4,3,8,0
2,4,3,966,25,6,0,5,8,14,1
3,0,0,2,985,2,5,0,5,4,7
4,1,0,6,2,926,0,7,2,3,35
5,6,1,0,43,4,798,9,3,19,9
6,6,3,0,2,7,8,927,1,4,0
7,1,6,12,11,3,0,0,969,2,24
8,4,4,2,25,7,6,10,5,905,6
9,4,5,0,16,14,6,1,7,6,950
