gercek\tahmin,0,1,2,3,4,5,6,7,8,9
0,976,0,1,0,1,0,1,1,0,0
1,0,1128,1,0,0,0,1,1,4,0
2,1,1,1027,0,0,0,0,2,1,0
3,0,0,8,994,0,2,0,2,3,1
4,0,0,1,0,959,0,4,0,1,17
5,1,1,0,3,0,876,4,1,3,3
6,4,2,1,0,0,2,948,0,1,0
7,0,3,8,0,0,0,0,1011,1,5
8,3,0,1,0,0,0,3,2,962,3
9,1,0,0,0,1,0,0,1,1,1005
