gercek\tahmin,0,1,2,3,4,5,6,7,8,9
0,957,0,3,2,0,11,3,1,3,0
1,0,1120,2,2,0,1,4,1,5,0
2,16,5,897,30,18,1,17,17,28,3
3,7,4,21,905,0,23,4,19,12,15
4,2,5,10,0,871,2,11,1,5,75
5,20,6,10,87,7,695,16,7,35,9
6,26,3,11,1,23,18,871,1,4,0
7,4,11,40,7,8,0,1,925,0,32
8,10,20,21,44,16,27,11,8,788,29
9,17,7,6,11,33,10,0,26,4,895
