gercek\tahmin,0,1,2,3,4,5,6,7,8,9
0,949,0,4,1,0,11,9,1,5,0
1,0,1112,2,1,1,2,4,0,13,0
2,12,3,909,11,21,0,24,14,34,4
3,5,2,47,806,0,59,8,26,38,19
4,2,1,4,0,885,2,15,0,7,66
5,22,4,8,51,14,691,20,10,60,12
6,17,3,4,0,16,17,895,1,5,0
7,2,14,37,1,8,0,2,898,3,63
8,10,17,16,12,20,27,12,7,823,30
9,15,5,6,6,36,9,0,17,8,907
