gercek\tahmin,0,1,2,3,4,5,6,7,8,9
0,977,0,0,1,0,1,0,1,0,0
1,0,1131,2,0,0,0,2,0,0,0
2,10,14,979,5,4,0,3,13,4,0
3,8,0,7,974,0,13,0,3,4,1
4,2,2,4,0,960,0,2,3,1,8
5,18,4,1,18,0,833,7,1,7,3
6,35,6,4,0,10,10,886,0,7,0
7,2,6,20,6,0,0,0,991,0,3
8,25,5,9,28,10,16,7,10,859,5
9,11,8,0,11,13,2,0,14,6,944
