gercek\tahmin,0,1,2,3,4,5,6,7,8,9
0,946,1,1,0,3,1,24,1,3,0
1,0,1123,1,1,0,2,4,0,4,0
2,3,6,1000,9,2,3,0,4,5,0
3,0,0,10,966,0,24,0,3,6,1
4,1,2,1,0,955,0,6,0,2,15
5,2,2,0,4,0,872,3,4,0,5
6,1,3,0,0,2,15,934,0,3,0
7,2,16,20,4,1,3,0,964,2,16
8,4,1,10,7,2,26,2,2,914,6
9,4,5,1,3,7,7,0,9,7,966
