gercek\tahmin,0,1,2,3,4,5,6,7,8,9
0,964,0,1,1,0,2,4,3,2,3
1,0,1118,3,1,0,1,4,1,7,0
2,6,1,993,4,5,0,4,11,7,1
3,0,0,19,962,0,5,1,13,5,5
4,1,0,8,0,922,0,9,4,2,36
5,6,0,0,28,3,821,12,5,11,6
6,7,3,0,1,4,6,933,1,3,0
7,2,7,16,6,3,1,0,982,1,10
8,5,2,6,21,7,8,13,11,899,2
9,4,6,2,13,17,4,2,10,5,946
