gercek\tahmin,0,1,2,3,4,5,6,7,8,9
0,972,0,1,2,0,0,0,3,2,0
1,0,1126,2,3,0,1,1,0,2,0
2,15,13,918,33,7,1,9,16,18,2
3,4,4,9,955,0,6,0,14,9,9
4,7,6,9,0,908,0,2,5,5,40
5,34,15,1,44,28,696,6,15,30,23
6,34,10,6,1,46,31,815,0,15,0
7,1,13,17,10,8,1,0,954,0,24
8,17,14,10,48,22,24,5,11,777,46
9,9,10,1,7,37,5,0,12,5,923
