gercek\tahmin,0,1,2,3,4,5,6,7,8,9
0,972,1,1,0,1,0,1,1,2,1
1,0,1125,4,1,0,1,2,0,2,0
2,4,2,1014,0,1,0,0,9,2,0
3,0,0,6,980,0,3,0,6,6,9
4,0,0,1,0,965,0,5,3,0,8
5,3,0,0,4,1,873,5,1,2,3
6,6,3,0,1,7,3,937,0,1,0
7,2,4,7,1,1,0,0,1008,1,4
8,6,1,2,3,5,6,1,3,942,5
9,2,4,0,2,14,1,0,7,0,979
