gercek\tahmin,0,1,2,3,4,5,6,7,8,9
0,971,1,1,0,0,0,3,1,1,2
1,0,1127,3,0,0,1,2,0,2,0
2,4,5,994,8,2,0,0,2,14,3
3,1,0,0,990,0,6,0,0,8,5
4,0,0,2,0,954,0,4,1,3,18
5,2,0,0,5,0,865,2,2,7,9
6,9,3,1,1,4,1,934,0,5,0
7,2,4,8,1,0,0,0,994,3,16
8,7,0,1,2,6,0,0,1,951,6
9,5,5,0,4,3,0,0,2,7,983
