gercek\tahmin,0,1,2,3,4,5,6,7,8,9
0,964,1,1,0,0,1,9,1,3,0
1,0,1124,4,0,0,0,6,1,0,0
2,16,1,991,1,0,1,10,3,8,1
3,2,0,8,928,0,32,2,1,20,17
4,3,2,1,0,931,0,35,2,4,4
5,4,0,0,2,0,815,19,1,41,10
6,4,2,0,0,1,1,949,0,1,0
7,2,6,13,1,0,1,0,992,5,8
8,2,0,2,0,1,0,18,2,944,5
9,3,4,0,0,8,2,2,8,5,977
