gercek\tahmin,0,1,2,3,4,5,6,7,8,9
0,952,0,4,4,0,6,6,2,5,1
1,0,1110,3,3,0,2,3,1,13,0
2,11,3,957,11,7,2,10,12,19,0
3,0,1,15,944,0,21,0,12,13,4
4,1,2,6,0,922,0,17,1,5,28
5,6,3,0,23,6,811,13,3,21,6
6,7,3,4,0,7,17,916,1,3,0
7,4,5,27,9,5,3,0,958,1,16
8,4,4,7,24,9,19,10,10,883,4
9,10,7,3,14,34,4,1,23,6,907
