gercek\tahmin,0,1,2,3,4,5,6,7,8,9
0,966,1,1,0,0,3,4,2,3,0
1,0,1126,4,1,1,0,2,0,1,0
2,13,2,965,8,6,2,3,12,21,0
3,0,3,10,936,0,24,0,9,21,7
4,1,2,2,0,944,0,11,2,2,18
5,3,1,1,8,0,863,4,1,10,1
6,12,4,2,0,5,13,918,1,3,0
7,3,6,20,1,3,0,0,969,2,24
8,5,3,5,10,5,13,4,4,914,11
9,11,8,2,7,18,8,0,13,9,933
