gercek\tahmin,0,1,2,3,4,5,6,7,8,9
0,957,0,4,2,0,5,9,1,2,0
1,0,1103,9,2,0,3,9,0,9,0
2,20,2,910,22,17,0,24,18,17,2
3,4,9,43,850,0,48,5,31,12,8
4,0,3,4,0,822,2,24,7,1,119
5,19,5,9,37,11,760,25,8,9,9
6,17,6,6,1,4,18,906,0,0,0
7,2,10,35,4,5,1,0,931,4,36
8,28,14,22,30,7,35,12,29,760,37
9,18,5,5,10,12,7,0,77,4,871
