gercek\tahmin,0,1,2,3,4,5,6,7,8,9
0,971,1,1,2,0,0,2,1,2,0
1,0,1122,4,1,0,0,2,1,5,0
2,4,1,1017,5,1,0,0,3,1,0
3,0,0,9,976,0,9,0,3,3,10
4,4,0,4,1,960,0,2,3,1,7
5,3,0,0,6,2,872,2,2,2,3
6,3,2,1,1,2,5,944,0,0,0
7,2,3,13,4,1,0,0,994,2,9
8,4,0,4,2,0,6,2,3,948,5
9,4,2,0,5,6,5,1,4,2,980
