gercek\tahmin,0,1,2,3,4,5,6,7,8,9
0,972,0,1,0,1,0,0,2,4,0
1,0,1125,3,0,1,0,3,1,2,0
2,13,5,970,7,6,0,1,17,13,0
3,0,0,8,951,1,14,0,11,18,7
4,2,0,3,0,966,0,4,1,2,4
5,6,1,0,3,1,855,7,1,15,3
6,11,6,1,0,7,1,930,0,2,0
7,2,2,18,1,3,0,0,978,1,23
8,7,1,6,6,11,0,5,8,921,9
9,9,6,1,4,31,2,0,10,8,938
