gercek\tahmin,0,1,2,3,4,5,6,7,8,9
0,937,0,5,3,2,13,14,1,4,1
1,0,1117,2,5,0,2,3,0,6,0
2,9,4,943,19,11,2,13,5,22,4
3,1,0,24,919,2,22,1,6,22,13
4,0,6,9,0,927,0,11,3,4,22
5,7,3,7,33,7,798,13,4,16,4
6,6,2,5,0,11,22,909,2,1,0
7,3,10,31,12,16,5,0,907,4,40
8,5,5,8,15,19,25,16,2,863,16
9,12,7,4,10,98,11,0,12,13,842
