gercek\tahmin,0,1,2,3,4,5,6,7,8,9
0,978,0,0,0,0,1,0,1,0,0
1,0,1129,4,0,0,0,2,0,0,0
2,12,8,991,3,3,0,2,11,2,0
3,4,0,15,972,0,5,0,3,6,5
4,2,2,4,0,949,0,4,5,1,15
5,14,3,2,27,0,813,9,1,15,8
6,35,5,2,0,10,5,898,0,3,0
7,2,2,21,5,1,0,0,990,0,7
8,32,12,20,21,9,11,10,16,824,19
9,9,7,1,10,6,1,0,15,4,956
