gercek\tahmin,0,1,2,3,4,5,6,7,8,9
0,974,0,0,1,0,0,3,0,2,0
1,0,1124,2,0,0,0,3,0,6,0
2,1,0,1023,1,1,0,0,3,3,0
3,0,0,2,999,0,1,0,0,6,2
4,0,0,0,0,973,0,1,0,1,7
5,2,0,0,9,0,874,3,0,2,2
6,2,1,0,0,1,1,951,0,2,0
7,0,1,7,0,0,0,0,1014,1,5
8,2,0,2,0,0,0,0,1,966,3
9,0,0,0,1,2,0,1,2,3,1000
