gercek\tahmin,0,1,2,3,4,5,6,7,8,9
0,969,0,1,1,0,3,3,2,1,0
1,0,1069,17,1,1,7,8,1,31,0
2,36,2,895,13,14,1,19,21,27,4
3,24,3,32,821,0,51,5,39,25,10
4,2,0,5,0,755,1,20,5,2,192
5,31,1,8,25,10,763,17,10,17,10
6,40,5,7,0,9,16,877,0,4,0
7,2,6,29,2,3,0,0,934,4,48
8,37,3,15,12,9,33,8,30,779,48
9,21,4,3,6,7,7,0,57,3,901
