gercek\tahmin,0,1,2,3,4,5,6,7,8,9
0,177,0,50,9,55,609,50,1,29,0
1,0,960,5,3,149,4,7,1,6,0
2,0,11,627,96,128,116,14,15,22,3
3,0,5,240,400,181,121,1,36,17,9
4,0,4,12,1,838,73,6,24,4,20
5,0,2,80,33,148,582,8,3,23,13
6,1,20,58,0,352,166,338,1,22,0
7,1,5,38,41,121,76,0,641,14,91
8,2,8,59,44,175,327,14,28,288,29
9,2,0,31,11,239,194,2,108,33,389
