gercek\tahmin,0,1,2,3,4,5,6,7,8,9
0,976,0,0,0,0,0,2,0,1,1
1,0,1133,0,0,0,0,0,1,1,0
2,2,1,1022,1,1,0,1,4,0,0
3,0,0,1,1002,0,4,0,0,3,0
4,0,1,0,0,972,0,2,0,0,7
5,2,0,0,6,0,881,1,0,1,1
6,1,2,0,0,1,1,953,0,0,0
7,0,3,6,0,0,0,0,1014,2,3
8,2,0,2,2,1,0,0,2,961,4
9,0,1,0,0,2,3,1,2,2,998
