gercek\tahmin,0,1,2,3,4,5,6,7,8,9
0,970,0,1,0,1,1,4,2,0,1
1,0,1124,3,2,0,1,2,0,3,0
2,6,1,1000,11,2,0,0,2,10,0
3,0,0,3,987,0,7,0,2,8,3
4,1,0,2,0,961,0,4,1,2,11
5,2,0,0,3,0,880,2,1,3,1
6,5,2,0,1,3,2,941,0,4,0
7,2,2,11,9,0,0,0,995,3,6
8,3,2,1,9,4,1,1,1,947,5
9,4,4,1,5,5,4,0,5,12,969
